company,company_slug,status,web_path,output_path,source_asset_id,source_role,source_scope,source_page_url,source_url,source_local_path,source_ext,source_width,source_height,background_status,display_status,display_reason,notes,generated_at
Novoxel,novoxel,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Nunii Laboratoire,nunii-laboratoire,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Obagi,obagi,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
OEO Firenze,oeo-firenze,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Onetech,onetech,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Only Toujours,only-toujours,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Opatra London,opatra-london,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Orbio Innovations,orbio-innovations,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Oreon Life Science,oreon-life-science,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Osteopore,osteopore,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Ostin Bio,ostin-bio,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Palomar Medical,palomar-medical,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
PCA Skin,pca-skin,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
PharmaResearch / PR Bio,pharmaresearch-pr-bio,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Pharmely,pharmely,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Phiderma,phiderma,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Physioquanta,physioquanta,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Planmeca,planmeca,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Pollogen,pollogen,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Polytech Health & Aesthetics,polytech-health-aesthetics,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Primoris International,primoris-international,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Prodermis,prodermis,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Professional Derma,professional-derma,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Professional Skin Solutions,professional-skin-solutions,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Prollenium,prollenium,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Prollenium Medical,prollenium-medical,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Promoitalia,promoitalia,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Protect-Laserschutz,protect-laserschutz,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Purlés,purl-s,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Q-Med AB,q-med-ab,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Q3 Medical Devices,q3-medical-devices,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Qosmedix,qosmedix,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Quanta System,quanta-system,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Quantificare,quantificare,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Reanzen,reanzen,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
RecensMedical,recensmedical,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Receptura Apotheke,receptura-apotheke,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Recros Medica,recros-medica,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Refine,refine,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Regen Biotech,regen-biotech,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Regen Lab SA,regen-lab-sa,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Relife,relife,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Reneve,reneve,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Revance Therapeutics,revance-therapeutics,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Reveal Lasers,reveal-lasers,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Revitacare,revitacare,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
RFBio,rfbio,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Rion Aesthetics,rion-aesthetics,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Rohrer Aesthetics,rohrer-aesthetics,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
S. Thepharm,s-thepharm,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Samyang Holdings,samyang-holdings,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Sciton,sciton,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
SciVision Biotech,scivision-biotech,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Senté Labs,sent-labs,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Seoulin Medicare,seoulin-medicare,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Sesderma,sesderma,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
SharpLight,sharplight,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
ShenB,shenb,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Sinclair Pharma,sinclair-pharma,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Skin Tech,skin-tech,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Skinderma Medical,skinderma-medical,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
SkinDNA,skindna,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Skinedit Nutricosmetics,skinedit-nutricosmetics,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
SkinQRI,skinqri,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Skymedic,skymedic,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Sofwave Medical,sofwave-medical,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Solawave,solawave,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Solta Medical,solta-medical,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
SR Biotek,sr-biotek,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Storz Medical,storz-medical,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Stratpharma,stratpharma,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Suisselle,suisselle,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Sunekos,sunekos,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Suneva Medical,suneva-medical,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Swiss Scientific Lab,swiss-scientific-lab,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Sylton,sylton,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Symatese,symatese,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Tav-Tech,tav-tech,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Tavger,tavger,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Tema Medicina,tema-medicina,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Tentech,tentech,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Teoxane Laboratories,teoxane-laboratories,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Tesslift,tesslift,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
The Skin Lounge,the-skin-lounge,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Theraderm,theraderm,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Tiger Aesthetics,tiger-aesthetics,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Toskani,toskani,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
TransLite,translite,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
TRIA Beauty,tria-beauty,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
TSK Laboratory,tsk-laboratory,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
U.SK / Under Skin,u-sk-under-skin,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Ubio Biotechnology,ubio-biotechnology,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Ultra V,ultra-v,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Union Medical,union-medical,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Universal IPS,universal-ips,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Utsukusy Cosmetics,utsukusy-cosmetics,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Vaim,vaim,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Vampire Facial,vampire-facial,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Venus Concept,venus-concept,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
ViOL,viol,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
VIVACY,vivacy,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
VLCC Personal Care,vlcc-personal-care,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
VSoft Lift,vsoft-lift,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Vydence Medical,vydence-medical,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
W.L. Gore & Associates,w-l-gore-associates,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Waldencast,waldencast,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Wells Johnson,wells-johnson,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Wonder Technology,wonder-technology,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Wontech,wontech,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Woorhi Mecha,woorhi-mecha,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
World Dermic,world-dermic,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Xcelens,xcelens,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Xcite,xcite,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Ycellbio Medical,ycellbio-medical,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Youthera,youthera,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Zenix Professional,zenix-professional,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Zepter,zepter,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Zero Gravity,zero-gravity,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Zimmer MedizinSysteme,zimmer-medizinsysteme,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
Zishel,zishel,missing_downloaded_logo,,,,,,,,,,,,,not_available,,,2026-05-23T01:25:45
