priority,status,company,brand,standard_product_name,track,form,product_id,seed_record_id,verification_status,official_product_evidence,other_registration_rows,other_regulators,recommended_action
P2,产品已核，韩国 MFDS/KFDA 未确认,Seoulin Medicare,Plasmage,Plasmage,EBD,Plasma,prod_432f37e9095f,REC_0550,official_document_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,ShenB,Vivace / Virtue RF,Virtue RF,EBD,Microneedling,prod_a18f5a8b3e51,REC_0754,official_product_and_spec_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Tentech,Regevan,Regevan PN,EBD,HIFU,prod_aef38a23730f,REC_0598,official_document_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Union Medical,AirJet,AirJet II,EBD,Other EBD,prod_81b428fce6e4,REC_0021,official_product_and_spec_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Vaim,Juvelook,Juvelook / Lenisna,Injectables,Biostimulator,prod_315b1d771ebc,REC_0370,official_document_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,ViOL,Sylfirm X,Sylfirm X,EBD,Microneedling,prod_f947b4f14336,REC_0684,official_product_and_spec_cross_checked,yes,1,FDA,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,VSoft Lift,VSoft,VSoft Lift Threads,Injectables,Thread Lift,prod_94de9d607127,REC_0760,official_product_and_spec_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Wontech,HairBeam,HairBeam/HairBoom,EBD,Laser,prod_49a9c5d5acd1,REC_0945,official_evidence_promoted,yes,1,FDA,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Wontech,OLIGIO,OLIGIO/OLIGIO KISS,EBD,Radiofrequency,prod_094243b8e2bd,REC_0941,official_product_and_spec_cross_checked,yes,1,FDA,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Wontech,PASTELLE,PASTELLE Pro,EBD,Laser,prod_89d5b8dfdcf0,REC_0946,official_product_and_spec_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Wontech,PICOALEX,PICOALEX,EBD,Laser,prod_c0cd8164840f,REC_0944,official_evidence_promoted,yes,1,FDA,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Wontech,PICOCARE,PICOCARE 450/Majesty,EBD,Laser,prod_c9edd723d544,REC_0940,official_evidence_promoted,yes,2,FDA,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Wontech,SANDRO DUAL,SANDRO DUAL,EBD,Laser,prod_8b55aef7732b,REC_0942,official_document_cross_checked,yes,1,FDA,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Wontech,ULTRASKIN,ULTRASKIN TIGHTAN II,EBD,HIFU,prod_bb2703fb8d76,REC_0943,official_product_and_spec_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Wontech,Wontech,Lavieen,EBD,Laser,prod_c59257d9852e,REC_0767,official_evidence_promoted,yes,2,FDA,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Wontech,Wontech,Oligio,EBD,Radiofrequency,prod_41b15086576a,REC_0765,official_product_and_spec_cross_checked,yes,1,FDA,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Wontech,Wontech,Pastelle,EBD,Laser,prod_b3e2fc3093a1,REC_0764,official_evidence_promoted,yes,2,FDA,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Wontech,Wontech,Picocare 450 / Majesty,EBD,Laser,prod_f3677588ff0d,REC_0766,official_evidence_promoted,yes,1,FDA,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Woorhi Mecha,Woorhi,Laser Arms / EBD,EBD,Laser,prod_5d828f26cb5c,REC_0768,official_document_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Ycellbio Medical,Ycellbio,Ycellbio Kit,EBD,Radiofrequency,prod_2f00569cb52e,REC_0776,official_product_and_spec_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,YooYoung Pharmaceutical,Modified Sodium Hyaluronate Gel,HA Dermal Filler,Injectables,Dermal Filler,prod_7afe7d757a2c,NMPA_IMPORT_YOOYOUNG_HA_20260601,official_evidence_promoted,yes,1,NMPA,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Youthera,Youthera,Youthera HIFU,EBD,HIFU,prod_c12ff5e2b4e2,REC_0777,official_document_cross_checked,yes,1,FDA,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Zishel,Zishel,Zishel Rose,Injectables,Dermal Filler,prod_c3e8047ac0dd,REC_0786,official_document_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
